cx,cy,cz,cyaw,cpitch,croll
0.002980284918067396,-0.008309501164110378,0.8980779161508341,1.5402395532048614,0.0,0.0
-0.0005625297036026398,0.01257887533571186,0.9105168476169523,1.541310209741995,0.0,0.0
0.004420243435453091,0.019246233061335574,0.9190807168052947,1.5423808662791287,0.0,0.0
0.009939347448721558,0.027233440765076316,0.920473355791991,1.5434515228162626,0.0,0.0
-0.00033669583464214286,0.030421591691237905,0.9317412802005973,1.5445221793533963,0.0,0.0
-6.954122457274213e-05,0.04360382208388403,0.9527128818443753,1.54559283589053,0.0,0.0
0.011077613513591157,0.06679975472573839,0.9581963706518491,1.5466634924276637,0.0,0.0
0.006474001098888731,0.07412932142163811,0.95842090558783,1.5477341489647976,0.0,0.0
-0.0006803974882139668,0.06921890417532225,0.9640028363773357,1.5488048055019312,0.0,0.0
0.005658865192336002,0.08986208675551349,0.9724668554071769,1.549875462039065,0.0,0.0
-0.00015616637129971028,0.10631958086959775,0.9833996272217908,1.551401858069315,0.0,0.0
-0.0001032747099903612,0.0922573989484752,0.9815536159327586,1.554447385743286,0.0,0.0
0.004209641466683502,0.12453079580729737,0.9941179640379497,1.5574929134172568,0.0,0.0
-0.008655049604803374,0.12261669841784861,0.9925832331952232,1.5605384410912277,0.0,0.0
-0.007458111106078666,0.14509466481704775,1.0112574147100926,1.5635839687651987,0.0,0.0
-0.000415565260590188,0.14190182868950008,1.0190125899486495,1.5666294964391696,0.0,0.0
-0.003052062781294778,0.14163134137208916,1.0184976338726088,1.5696750241131405,0.0,0.0
0.004977171962139525,0.15355048012371175,1.0371080115621176,1.5727205517871115,0.0,0.0
-0.0022896924607032675,0.1804524960929663,1.0265768353403357,1.5757660794610824,0.0,0.0
-0.0052486061897316335,0.1927146137673764,1.031412518373063,1.5788116071350533,0.0,0.0
0.011900987662987078,0.19147052004990708,1.0478128169016538,1.582561743408713,0.0,0.0
0.0014186171172579562,0.21758822310432518,1.059016034141939,1.5871339230486763,0.0,0.0
0.0028446240190241273,0.20527571010946216,1.0691043488109855,1.5917061026886399,0.0,0.0
-0.0064428544556647425,0.2319187249612789,1.062514815420997,1.5962782823286032,0.0,0.0
-0.0014944818148156834,0.23115797316572775,1.0780075443347703,1.6008504619685666,0.0,0.0
0.0021035299413140244,0.24743838630093104,1.0771315171870561,1.60542264160853,0.0,0.0
-0.005801787190759576,0.26511934630771705,1.0805886518392909,1.6099948212484936,0.0,0.0
