shoulder_pan_joint,shoulder_lift_joint,upperarm_roll_joint,elbow_flex_joint,forearm_roll_joint,wrist_flex_joint,wrist_roll_joint,position_x,position_y,position_z,roll,pitch,yaw,within_tolerance
-0.8223848394698691,-0.09352469339822056,-0.9439879315326911,-0.10420644900660381,0.21575913676254233,-0.20011917628313503,0.04251728819052836,0.8386476439901376,-0.7082239019584938,1.2495112734676572,-0.733375881412342,-0.2993141748667407,-0.5943568162541638,False
0.8644387933240598,-0.20060756749012543,-0.35630198904137234,-0.2545686959078878,0.5285798686266321,0.07594066595351867,0.06731930299689393,0.6391740488524368,0.8368791341488091,1.409219067427055,0.20544010028803233,-0.36270707915957734,0.9750521434252619,False
-1.3833660177654918,0.18578251938297652,-0.4598122193210452,0.039169665253856234,-0.1760727872185921,-0.4179566651473169,0.5733687961514822,0.3006661261342868,-1.0369905265008277,0.9893504166563164,-0.059510922308639205,-0.11612499917177097,-1.165632158389424,False
-0.8494504171365597,0.9813873030820324,-0.1509165734948581,-0.570564063205504,-0.13940957547713573,-0.7720735125630482,-0.16071156522014218,0.6974680390406262,-0.591870740717723,0.7627953495086829,-0.3846265257829505,-0.33928628477486333,-0.6018358009162837,False
0.7411155473623456,0.8924478578995709,-0.6892130723412799,-0.056250948255843314,0.4343498546072371,-0.3626792253385298,0.6046331715595261,0.5969333899972437,0.5949959345944085,0.43902256237706316,0.43931632846515173,0.49215187028306545,0.8715016793856116,False
0.6403106020250438,-0.21526865507284554,0.8149804285630662,0.5632934576659667,-0.365091061738687,0.5388598269145501,0.40831241626737236,0.620558964783525,0.7884711021688049,0.9363126795382785,0.9658547833520215,0.6548839915381751,1.3136096166739766,False
-1.0713605589674375,0.8422543907086366,-0.9636877290669787,-0.4154392723928946,0.28411480968909575,0.6957688009461376,-0.047982084938256175,0.4478755352155746,-0.5920913040660548,0.3749290154364372,-0.9775139835945993,1.128405072232749,-1.3318381184388748,False
0.05221040174585179,1.043751857565734,0.8703435422824595,-0.5742699966633231,-0.44698812891759465,-0.06528957559301662,0.19087908795996733,0.8109158983144725,-0.21913483420873447,0.46303942701109996,0.2206644731261916,0.5167354348140111,-0.48203397814697835,False
-1.290026812778116,0.01808514847873366,-0.6119610048443176,0.35460828893025975,-0.41880937230297,-0.38901310055958144,-0.7236743798463905,0.2900055075808279,-1.0376445632484517,0.9354591385095014,-1.7196399270165832,0.1041464930957447,-1.1714234954131337,False
1.3256483183062648,-0.19855625212363903,0.7886738535177313,-0.5116327704785684,0.5913748123821698,0.3240251193221182,0.3695498076933066,0.37432860404837676,0.9226201847948059,1.4858779548455088,1.719128458870874,-0.49277318928647773,1.3032205372333603,False
