[0.000000000000000000e+00, 1.373986311950479711e-01, 7.896416402027220394e-03, -1.815090814420563248e-01, 3.992217966736803791e-02, -1.304556641109883564e-01, -3.831126005865579387e-01, -2.940365626325318615e-01],
[0.000000000000000000e+00, 1.657120657220473303e-01, 1.373987613966713012e-02, -2.162113548238794036e-01, 3.524745844435878822e-02, -1.744346123948655181e-01, -4.738387244848691893e-01, -3.867092175043052027e-01],
[0.000000000000000000e+00, 1.693698194233038690e-01, 4.797621206001356775e-02, -1.934093605459697440e-01, -2.542011993753263283e-02, -2.350279816778720887e-01, -4.935394503762193796e-01, -3.931316168283087720e-01],
[0.000000000000000000e+00, 1.980169753165382240e-01, 8.921652984801528574e-02, -1.808305469609686189e-01, -6.947846823599693189e-02, -2.993431900169344906e-01, -5.423954965218447111e-01, -4.222173313681873430e-01],
[0.000000000000000000e+00, 2.347183037691750740e-01, 9.805665832853989461e-02, -2.088844216225761719e-01, -4.641994006646161380e-02, -3.052704364340043663e-01, -5.947378525965391072e-01, -4.377743939077012314e-01],
[0.000000000000000000e+00, 2.803603440627229215e-01, 8.552919557611284029e-02, -2.679518622514260873e-01, 1.315395084209233269e-02, -2.907077242461918454e-01, -6.710724174149078625e-01, -4.471462949872594961e-01],
[0.000000000000000000e+00, 3.152590090044855020e-01, 8.905149579310683849e-02, -2.958183853955962395e-01, 3.715009363673883735e-02, -3.016007062644455727e-01, -7.283641760283132705e-01, -4.389767351534210604e-01],
[0.000000000000000000e+00, 3.165203756701221449e-01, 9.875528990026688492e-02, -3.096630168651675064e-01, 1.303421201902995631e-02, -3.251546162104161919e-01, -7.500085301837775553e-01, -4.335661355157409691e-01],
[0.000000000000000000e+00, 3.178153657324004899e-01, 1.059005038931919579e-01, -3.246187058722099783e-01, -6.550024932694062385e-05, -3.353550802672257136e-01, -7.594758759110000756e-01, -4.235534747939254663e-01],
[0.000000000000000000e+00, 3.367395185259205448e-01, 1.104207210649674198e-01, -3.496384135838336849e-01, 7.911386307952959426e-03, -3.455519354474801963e-01, -7.959886500932515929e-01, -4.241697195888304295e-01],
[0.000000000000000000e+00, 3.520040670967832797e-01, 1.100088924067661594e-01, -3.670687168459705885e-01, 2.201773456154754172e-02, -3.538030235371683041e-01, -8.252271821837441346e-01, -4.072142618406760506e-01],
[0.000000000000000000e+00, 3.571715625303930608e-01, 1.118065203101729632e-01, -3.889470793293566264e-01, 1.961260117557017332e-02, -3.603085390997684545e-01, -8.445308757259377686e-01, -3.929303296278573443e-01],
[0.000000000000000000e+00, 3.442645624619244948e-01, 1.076642287272089743e-01, -4.034842009373812433e-01, 1.060418556374521405e-02, -3.611938310381906936e-01, -8.395981439982989070e-01, -3.622320190838962950e-01],
[0.000000000000000000e+00, 3.135032951761839715e-01, 9.455381139398819079e-02, -4.133508264895361939e-01, -4.297665572266708839e-03, -3.574475930094778708e-01, -8.183039037931116866e-01, -3.186712506485736007e-01],
[0.000000000000000000e+00, 2.626601511003417988e-01, 7.147420799201689712e-02, -4.040792432691913127e-01, -2.316225541346156325e-02, -3.527563287683915805e-01, -7.730385898479732454e-01, -2.625771496446911990e-01],
[0.000000000000000000e+00, 2.412123844143217177e-01, 6.172449807019110557e-02, -4.268268961323364308e-01, -3.631964802475101672e-02, -3.418068463699082682e-01, -7.637215718273662191e-01, -2.276961972403772072e-01],
[0.000000000000000000e+00, 2.286382324164636382e-01, 4.854438243263647923e-02, -4.373084661185526190e-01, -3.214680410640613495e-02, -3.353122212900089272e-01, -7.616785229294606996e-01, -1.840544121774776165e-01],
[0.000000000000000000e+00, 2.376683377652042684e-01, 5.629217983497976363e-02, -4.699618557750158132e-01, -3.964004800239481763e-02, -3.415612461810385581e-01, -7.853191089616959886e-01, -1.715869607179889567e-01],
[0.000000000000000000e+00, 2.479752758133240143e-01, 5.613568364576082548e-02, -4.936719862180616869e-01, -3.251697891899539561e-02, -3.467893867045359624e-01, -8.103208216580166656e-01, -1.499153560683140207e-01],
[0.000000000000000000e+00, 2.376898811684163837e-01, 4.514580014780636419e-02, -5.139237828857979862e-01, -3.143883875997877109e-02, -3.493367901522460572e-01, -8.166010340636028486e-01, -1.212507543913924901e-01],
[0.000000000000000000e+00, 2.312545511498346196e-01, 5.166340546943115619e-02, -5.375641291472482708e-01, -5.056615145906361020e-02, -3.527122346318640744e-01, -8.164870162506604467e-01, -8.790007098877505864e-02],
[0.000000000000000000e+00, 2.304378860485165881e-01, 5.847814973176868047e-02, -5.748250499509577338e-01, -6.567775045503716769e-02, -3.509053682693752396e-01, -8.264163167331870508e-01, -6.872940354577355970e-02],
[0.000000000000000000e+00, 2.254816058894588693e-01, 5.398097957418188098e-02, -5.915125288308882290e-01, -6.621922329320704959e-02, -3.520974713733286965e-01, -8.328386876773750114e-01, -3.236374112081824572e-02],
[0.000000000000000000e+00, 2.116238540854543382e-01, 5.279170459871851406e-02, -6.200165490350768582e-01, -8.103755599649024866e-02, -3.506101818950444482e-01, -8.286256039697910136e-01, -1.309902356613934504e-03],
[0.000000000000000000e+00, 1.988165852174726689e-01, 4.993274735929287278e-02, -6.396812223160371902e-01, -8.883286544994670186e-02, -3.563510269524844398e-01, -8.229141797163385119e-01, 3.421157888780523848e-02],
[0.000000000000000000e+00, 1.830024255770202335e-01, 5.155592426851274279e-02, -6.705237044971126270e-01, -1.165903900541189753e-01, -3.509327568293437727e-01, -8.214388972051346327e-01, 5.035865420298518691e-02],
[0.000000000000000000e+00, 1.715380976755182252e-01, 5.901232731369857043e-02, -7.010869022125767458e-01, -1.362487306410103405e-01, -3.414763345458996513e-01, -8.044592102005192480e-01, 1.012998324071363032e-01],
[0.000000000000000000e+00, 1.662644024428627798e-01, 5.819873397600491827e-02, -7.351077944322104152e-01, -1.393520531419854824e-01, -3.453603507386719951e-01, -8.113458101799860822e-01, 1.207084497383301702e-01],
[0.000000000000000000e+00, 1.566637568121462265e-01, 6.529365048713908770e-02, -7.561931065353562076e-01, -1.561989848785784174e-01, -3.421303988104046345e-01, -7.966034259317283928e-01, 1.682298806325549512e-01],
[0.000000000000000000e+00, 1.444727862931361739e-01, 7.784396408530716571e-02, -8.045377759924478012e-01, -1.914538707358813818e-01, -3.308064945205185237e-01, -7.881062079239501417e-01, 1.970021649079333192e-01],
[0.000000000000000000e+00, 1.332550069434996765e-01, 9.004489719343525267e-02, -8.407034639732761105e-01, -2.164427796293264261e-01, -3.234934234546708032e-01, -7.716541977279244291e-01, 2.449245814593833948e-01],
[0.000000000000000000e+00, 1.213441385529333699e-01, 1.012869802307775902e-01, -8.896568386481547019e-01, -2.439885823751848370e-01, -3.141223638661262418e-01, -7.614757214113124784e-01, 2.741284520749803777e-01],
[0.000000000000000000e+00, 1.087656243342910445e-01, 1.223395586489714471e-01, -9.384651432271904348e-01, -2.754407543465700048e-01, -3.091771464253231794e-01, -7.376732277751151257e-01, 3.145841477679064413e-01],
[0.000000000000000000e+00, 9.617259364184016501e-02, 1.398468881304383848e-01, -9.832462342825940560e-01, -3.179157047761628774e-01, -2.943871457709464901e-01, -7.233177890301981661e-01, 3.534270606821254823e-01],
[0.000000000000000000e+00, 8.117578260805495549e-02, 1.591776617471620803e-01, -1.032858932337184621e+00, -3.556104896810308724e-01, -2.803473181727195729e-01, -7.017481245243414323e-01, 3.960395916178567344e-01],
[0.000000000000000000e+00, 7.456958310226810549e-02, 1.831970810653331116e-01, -1.093424224589391702e+00, -3.946369726378265996e-01, -2.676986406227143678e-01, -6.894904001373369784e-01, 4.248508629171735551e-01],
[0.000000000000000000e+00, 5.943782820612682205e-02, 2.011285000347823038e-01, -1.143771293413209822e+00, -4.323276712234844221e-01, -2.523899448731403150e-01, -6.703206658354621261e-01, 4.621866523297036844e-01],
[0.000000000000000000e+00, 6.647624440560842562e-02, 2.419023037802363885e-01, -1.225157187217135402e+00, -4.783091336685215134e-01, -2.422164754580984070e-01, -6.760656661881956353e-01, 4.766923646666462178e-01],
[0.000000000000000000e+00, 7.221950427503127934e-02, 2.776270896183018477e-01, -1.293369194508481979e+00, -5.169387069909486820e-01, -2.325913914925204495e-01, -6.762671482870715733e-01, 5.096364881528419044e-01],
[0.000000000000000000e+00, 8.098601442323005717e-02, 3.246898666877634509e-01, -1.386745929870111027e+00, -5.696983301834144253e-01, -2.229070840868179471e-01, -6.832661745250550034e-01, 5.195494508893432339e-01],
[0.000000000000000000e+00, 8.701648317443549940e-02, 3.799810250496299391e-01, -1.487518228991777658e+00, -6.322041139861386272e-01, -2.061082329196446961e-01, -6.725829477334583917e-01, 5.440631433674656403e-01],
