cx,cy,cz,cyaw,cpitch,croll
0.0,0.0,0.9,1.5212006750654112,0.0,0.0
0.0006880007114412557,0.015162445413921428,0.9081214174106923,1.5232165938138162,0.0,0.0
0.0013760014228825113,0.030324890827842857,0.9162428348213845,1.5252325125622213,0.0,0.0
0.0020640021343237666,0.045487336241764285,0.9243642522320767,1.5272484313106265,0.0,0.0
0.0027520028457650226,0.060649781655685714,0.9324856696427689,1.5292643500590315,0.0,0.0
0.003440003557206278,0.07581222706960714,0.9406070870534612,1.5312802688074365,0.0,0.0
0.004128004268647533,0.09097467248352857,0.9487285044641535,1.5332961875558415,0.0,0.0
0.004548732275726424,0.10644107675884719,0.9568499218748456,1.5380239755231955,0.0,0.0
0.00486979927439901,0.1220208216265512,0.9649713392855379,1.5437629689620216,0.0,0.0
0.005190866273071596,0.13760056649425523,0.9730927566962301,1.549501962400848,0.0,0.0
0.005511933271744182,0.15318031136195925,0.9812141741069224,1.555240955839674,0.0,0.0
0.005833000270416768,0.16876005622966325,0.9893355915176145,1.5609799492785004,0.0,0.0
0.006154067269089353,0.18433980109736725,0.9974570089283068,1.5667189427173267,0.0,0.0
0.006139910875849821,0.20030078250309488,1.0033394428092013,1.573774073028416,0.0,0.0
0.005727110448985067,0.2167151262783641,1.008986194213275,1.5823943390794941,0.0,0.0
0.005314310022120312,0.23312947005363327,1.0146329456173486,1.5910146051305722,0.0,0.0
0.004901509595255558,0.24954381382890248,1.0202796970214223,1.5996348711816504,0.0,0.0
0.004488709168390804,0.26595815760417163,1.025926448425496,1.6082551372327283,0.0,0.0
0.0040759087415260485,0.28237250137944087,1.0315731998295696,1.6168754032838064,0.0,0.0
0.00346775008795575,0.29900901847501105,1.0372199512336433,1.6254344032110608,0.0,0.0
0.0020000152368810737,0.31662309817990514,1.042866702637717,1.6337238321934906,0.0,0.0
0.0005322803858063981,0.33423717788479923,1.0485134540417906,1.6420132611759206,0.0,0.0
-0.0009354544652682827,0.3518512575896934,1.0541602054458643,1.6503026901583504,0.0,0.0
-0.002403189316342964,0.3694653372945875,1.059806956849938,1.6585921191407804,0.0,0.0
-0.00387092416741764,0.3870794169994817,1.0654537082540116,1.6668815481232104,0.0,0.0
-0.005338659018492316,0.4046934967043757,1.0688603520269975,1.6751709771056402,0.0,0.0
-0.007099714337490098,0.42264115838004057,1.071739911651492,1.6718874977505316,0.0,0.0
-0.008888516187237365,0.4406203751069945,1.0746194712759867,1.667509283822953,0.0,0.0
-0.010677318036984625,0.45859959183394833,1.0774990309004815,1.6631310698953745,0.0,0.0
-0.012466119886731887,0.4765788085609022,1.080378590524976,1.658752855967796,0.0,0.0
-0.014254921736479156,0.4945580252878561,1.0832581501494707,1.6543746420402174,0.0,0.0
-0.01604372358622642,0.51253724201481,1.0861377097739653,1.6499964281126391,0.0,0.0
-0.016890275901950427,0.5294448749592111,1.0890172693984599,1.633399153429845,0.0,0.0
-0.01721134290062301,0.5457548938710346,1.0918968290229545,1.609987402556643,0.0,0.0
-0.01753240989929559,0.5620649127828582,1.094776388647449,1.5865756516834406,0.0,0.0
-0.01785347689796818,0.5783749316946818,1.0976559482719437,1.563163900810238,0.0,0.0
-0.01817454389664076,0.5946849506065054,1.1005355078964385,1.539752149937036,0.0,0.0
-0.018495610895313343,0.6109949695183289,1.10181050592498,1.5163403990638336,0.0,0.0
-0.017593565518090343,0.6259139902508772,1.1024436793151404,1.477117137023547,0.0,0.0
-0.014612229101844905,0.6384683140786575,1.1030768527053008,1.411014305999218,0.0,0.0
-0.011630892685599466,0.6510226379064377,1.1037100260954613,1.344911474974889,0.0,0.0
-0.008649556269354028,0.6635769617342179,1.1043431994856217,1.27880864395056,0.0,0.0
-0.005668219853108588,0.6761312855619981,1.1049763728757822,1.212705812926231,0.0,0.0
-0.0026868834368631266,0.6886856093897784,1.1056095462659425,1.1466029819019017,0.0,0.0
0.0007576043453653001,0.7007183253614574,1.1062427196561029,1.0769573457486827,0.0,0.0
