cx,cy,cz,cyaw,cpitch,croll
0.9337,0.0,0.9,0.71,0.0,0.0
0.939221809406194,5.911153784020953e-06,0.9009073898225697,0.71,0.0,0.0
0.9447436188123882,1.1822307568041907e-05,0.9018147796451395,0.71,0.0,0.0
0.9502654282185823,1.773346135206286e-05,0.9027221694677091,0.71,0.0,0.0
0.9557872376247764,2.3644615136083814e-05,0.9036295592902789,0.71,0.0,0.0
0.9613090470309704,2.9555768920104767e-05,0.9045369491128485,0.71,0.0,0.0
0.9668308564371646,3.546692270412572e-05,0.9054443389354182,0.71,0.0,0.0
0.9723526658433587,4.137807648814668e-05,0.906351728757988,0.71,0.0,0.0
0.9778744752495527,4.728923027216763e-05,0.9072591185805576,0.71,0.0,0.0
0.9833962846557468,5.3200384056188584e-05,0.9081665084031274,0.71,0.0,0.0
0.988918094061941,5.9111537840209534e-05,0.9090738982256971,0.71,0.0,0.0
0.994439903468135,6.502269162423049e-05,0.9099812880482667,0.71,0.0,0.0
0.9999617128743291,7.093384540825144e-05,0.9108886778708365,0.71,0.0,0.0
1.0054835222805232,7.68449991922724e-05,0.9117960676934062,0.71,0.0,0.0
1.0110053316867174,8.275615297629335e-05,0.9127034575159759,0.71,0.0,0.0
1.0165271410929113,8.86673067603143e-05,0.9136108473385456,0.71,0.0,0.0
1.0220489504991055,9.457846054433525e-05,0.9145182371611152,0.71,0.0,0.0
1.0275707599052997,0.0001004896143283562,0.915425626983685,0.71,0.0,0.0
1.0333443887791296,0.0001011593509639842,0.9163330168062547,0.71,0.0,0.0
1.0391907654991657,0.00010031490042340979,0.9172404066288244,0.71,0.0,0.0
1.0450371422192017,9.947044988283537e-05,0.9181017495690401,0.71,0.0,0.0
1.0508835189392378,9.862599934226093e-05,0.91889731124875,0.71,0.0,0.0
1.0567298956592739,9.778154880168651e-05,0.9196928729284599,0.71,0.0,0.0
1.06257627237931,9.69370982611121e-05,0.9204884346081698,0.71,0.0,0.0
1.068422649099346,9.609264772053767e-05,0.9212839962878797,0.71,0.0,0.0
1.074269025819382,9.524819717996324e-05,0.9220795579675897,0.71,0.0,0.0
1.0801154025394182,9.440374663938882e-05,0.9228751196472995,0.71,0.0,0.0
1.0859617792594543,9.35592960988144e-05,0.9236706813270095,0.71,0.0,0.0
1.0918081559794903,9.271484555823997e-05,0.9244662430067193,0.71,0.0,0.0
1.0976545326995264,9.187039501766555e-05,0.9252618046864293,0.71,0.0,0.0
