x,y,z,yaw,pitch,roll
0.9377830750645273,-1.670650670663058e-05,0.9023225023319805,0.7059439428363969,-0.0353006010829275,0.03527300734257597
0.9378330818376504,9.96723367976568e-05,0.9030258114100042,0.704609054181526,-0.036794269168535974,0.0362647037984461
0.9379710464577561,0.0012528189427622463,0.9039806454516689,0.7025304344073591,-0.03766863880898598,0.03732585817187031
0.938072742136905,0.0018795182329573645,0.9044892488396958,0.7006050584492758,-0.03878006919587072,0.038129240650873794
0.9381673881303343,0.0030812235909380287,0.9050750764400365,0.6982212900728465,-0.03953283570415374,0.03890981246331522
0.938233657904942,0.004159992511582361,0.9051135180143954,0.6959862997549736,-0.04004208311417179,0.03936780455095317
0.9382453433564065,0.005716215360127668,0.9048993495532084,0.693518394159746,-0.04013953349452332,0.03980645455782881
0.9385459214994988,0.007509284614598445,0.9039142546059322,0.6910671971835984,-0.039800329150456254,0.040034791818166604
0.9434996876287983,0.010034166814753852,0.902735404433069,0.6880022037452624,-0.038859996799864974,0.04025776664162725
0.9558387752753277,0.01394598015531211,0.8999326898240709,0.684408241957309,-0.03656408441903508,0.0403350319901645
0.9734659740718233,0.02312455560314977,0.8949853294919403,0.678231682084876,-0.030896103759628247,0.04177040530110965
0.9919872606865434,0.033769471378967866,0.8875385183960558,0.6726323061022711,-0.022819264089673434,0.043444931434053924
1.0033448815474417,0.05363246441959512,0.8757373000649364,0.6629609329676919,-0.00860353943854879,0.048560344898520715
1.005506273983175,0.0734155289005417,0.8624141418343412,0.6549775259405479,0.0073063397742711205,0.05455479226115253
1.0013211362891097,0.09471508455630016,0.8477763175106403,0.647258240941758,0.025199780540066302,0.062448335212795476
0.9973819507814862,0.11630435278784278,0.832421863129382,0.6388724656408058,0.04399177552302583,0.07125682633960703
0.9972017820050006,0.1364098737913924,0.8174175647052987,0.6313228212469844,0.06290842943686395,0.08060232300257418
0.9969162922570295,0.16245576169144035,0.7973999820143927,0.6203017177649657,0.08841056721049324,0.092431280470938
0.9958362722707055,0.18152452355282747,0.778466710403894,0.6113860134655285,0.11197967482345195,0.10226889594439899
0.9909644559947897,0.19941081406849856,0.7563961376703777,0.605308295429736,0.13915406150163945,0.11273099568939036
0.9838575674035397,0.21653984403208715,0.732680742596625,0.5981615155845282,0.16912726198284042,0.12430559569937523
0.975449168670248,0.2323724752489256,0.7088252137340941,0.5919293045309529,0.20089785607883356,0.13668957001662763
0.9674523283782125,0.24592331968488038,0.6849565782341238,0.5860240673305757,0.23439343872966237,0.14951189121179093
0.9620081839086496,0.2581470552819994,0.6632225503335905,0.58046943649842,0.2669601876134751,0.16224834467463287
0.9577988269252946,0.2644815686797017,0.6434862798125428,0.5766670558286581,0.2980478030203414,0.17322958748104475
0.9538164725525629,0.26691661894497554,0.6262761590617598,0.5746881929827958,0.3268103415844404,0.18356363666997907
0.9496044689616794,0.2670071569615938,0.6113442838296921,0.5738488969177463,0.35499008908321894,0.19419820433217785
0.9430879748087752,0.2641980494287484,0.5997915587211305,0.5741167861993257,0.381134398444859,0.20764968272471435
0.941654034178461,0.261630193494243,0.5866902424706125,0.5745667661160673,0.40883153065387756,0.21885288887459614
0.9434442282292302,0.25877081630610976,0.5643886214930515,0.5749391984200818,0.44413657043838944,0.2215493807642355
0.9427998727583851,0.25164776463684635,0.547191092884908,0.5775850381995599,0.47191459621302373,0.22900347965260096
0.9386103669476266,0.24605604996754293,0.5376928889590723,0.5808671126928305,0.4907916989312418,0.23866347685432782
0.9418215973207631,0.23131956444808116,0.5399667217279078,0.5831876413357977,0.49447424578819793,0.24822061380328048
0.9429530450312453,0.2153102163687169,0.5450603768381489,0.5782682933999211,0.49166722932251483,0.2629210650044602
0.9440920138643113,0.19740881710400635,0.5502802516004234,0.5672164190619093,0.4833815516464555,0.28239055571453836
0.9479085205804813,0.182154986884339,0.5544587233830824,0.5485739282770332,0.4737954798331737,0.3055629507456743
0.9562023481098161,0.1667444928123622,0.5577379006729388,0.5231884350358519,0.46322199540406317,0.3322002815050213
0.9702954728113253,0.1482909172337244,0.5588638685730917,0.494724415134951,0.4520460611748522,0.35608489037764157
0.9886168732278797,0.12740727046219663,0.5584994311425853,0.4718915312850679,0.4411882044119725,0.37035289482904604
1.0049213392393448,0.10526558743875443,0.5568904976726273,0.44723571866261336,0.4297372461426211,0.38237419553586655
1.0159719761621033,0.08472237376551187,0.5536062095287919,0.4144238601401219,0.41856999094191355,0.3970538815195693
1.024577056688917,0.06430023803209209,0.5474564413266113,0.3743124688832841,0.4111504427083001,0.4126102628725913
1.0331395906564866,0.04256926547553113,0.53791145538087,0.32895941252816185,0.4087653536588061,0.42858729896137854
1.0413807139932445,0.017074719248414454,0.524153505331525,0.277784068208081,0.4134647278421409,0.44536106270499254
1.0451050494511458,-0.0134183236726035,0.5049515691587685,0.21383103541904974,0.42777298906406525,0.4692024018781801
1.03923057893401,-0.050956658525170215,0.48086696369546583,0.1403131738655242,0.45403198805083406,0.5032005478866539
1.039082592366106,-0.0734347177024427,0.4655187608020968,0.08802296637865081,0.4712998009258527,0.5442609579206791
1.0578789491005849,-0.09637346818114195,0.4660333749360072,0.06669680832129334,0.4480106061543091,0.5720308368156526
1.0665508663322645,-0.11871494141481878,0.46080769595579146,0.06177068945217521,0.44102855903698646,0.5886774516532108
1.0741526410708013,-0.14418890194487174,0.45358091628116964,0.0669546959367322,0.435680091268798,0.5909910282033185
1.0754771275096067,-0.16449793581885916,0.44216365462728435,0.07266756433919269,0.4324775565901112,0.5948363488926494
1.071548417980608,-0.1774343131259028,0.4278739618308617,0.08069226100893144,0.4320053625615719,0.600318689065365
1.0615392892172748,-0.18479551902981267,0.41167838911005433,0.09452158597463076,0.4324836966251303,0.6046412724647914
1.0477358292708103,-0.18777758982045786,0.39324494561494766,0.1154113091950111,0.4330814899507506,0.6091917490159897
1.02941207334235,-0.1826787834748822,0.37441053192816465,0.14226354292067897,0.43305032340131333,0.6152699628697239
1.004638384675544,-0.1677082672093618,0.3543142028607111,0.176927091463259,0.42998248124079186,0.6256600292235109
0.9742254511066297,-0.14268168266139947,0.33369667818587057,0.2233136278332559,0.4217374598409708,0.638209702624957
0.94003468711619,-0.10719343815434862,0.31694386868316293,0.27858106441956015,0.40159360324598925,0.6516382051132285
0.9097134925828302,-0.06876232574712511,0.30789942358610944,0.33458215924733237,0.3665448443346551,0.6636387334228734
0.8863586584158301,-0.03546838120910275,0.3050121930957024,0.38923457345621826,0.31964087301081767,0.6718330118682381
0.8683209216510906,-0.009378387478601445,0.3052465571872185,0.43757728752782477,0.2667648160126694,0.6779354038906263
0.8497945857844211,0.009156637908518344,0.30724125901160004,0.4760883064664549,0.21360179194293263,0.6855196185367407
0.8233686839734786,0.02135665325418842,0.3056136638222461,0.5011257555599502,0.1721700179926026,0.6906884034553252
0.7905016871418465,0.020360287145586912,0.3019070875857023,0.5181907046815578,0.1430235403232574,0.6923300884959716
0.7569647535135712,0.0037716743756478228,0.294862530634343,0.5294730547333465,0.13085196803200766,0.6858940041778173
0.7309232215318063,-0.03296347079122195,0.2805520331458253,0.5357311251619615,0.13757524898193163,0.6645291490687638
0.7193739907806158,-0.08423421416823249,0.25982708200387633,0.5369766978830781,0.1552760149833081,0.6263485634981257
0.716057834667003,-0.1446349894050955,0.22404514720327875,0.518929765020851,0.19045222012193216,0.5740698681404687
0.7092367027159427,-0.21636021453186163,0.14887782122099397,0.45198346388813165,0.27168004287382724,0.5008028258354114
0.6842863190314513,-0.329972169760794,0.05455014065639835,0.3355111670611324,0.3811849151345025,0.41092531963357676
0.6732695107956872,-0.43142908710551464,0.025363492192569344,0.2607019226322204,0.4078939422733981,0.37402526954712695
0.6714285943235023,-0.541081332305378,0.023508090062221293,0.18247773297996117,0.42561315450665715,0.35449175044604986
0.6690368431650904,-0.6069079142744263,0.04120415522337477,0.14008223088518523,0.3961818205097705,0.38282866206549104
0.5957729320442886,-0.7287436800542385,0.08178685736971868,0.08628040055856916,0.43886966050668613,0.4094599560708669
0.4687561718752402,-0.8508967538040816,0.08778997400307409,0.019472861057276136,0.5552044635342254,0.4252827956276822
0.3148381417878235,-0.9828749131798432,0.10810067305552534,-0.05899366892854563,0.7011803262224207,0.40227726504871164
