cx,cy,cz,cyaw,cpitch,croll
0.9337,0.0,0.9,0.0,1.57,0.0
0.9358496538265848,0.002913940727227025,0.9021265230961727,0.0,1.57,0.0
0.9379993076531697,0.00582788145445405,0.9042530461923454,0.0,1.57,0.0
0.9401489614797546,0.008741822181681074,0.906379569288518,0.0,1.57,0.0
0.9422986153063394,0.0116557629089081,0.9085060923846907,0.0,1.57,0.0
0.9444482691329243,0.014569703636135124,0.9106326154808634,0.0,1.57,0.0
0.9465979229595092,0.01748364436336215,0.912759138577036,0.0,1.57,0.0
0.948747576786094,0.020397585090589174,0.9148856616732087,0.0,1.57,0.0
0.950897230612679,0.0233115258178162,0.9170121847693814,0.0,1.57,0.0
0.9530468844392638,0.026225466545043225,0.9191387078655541,0.0,1.57,0.0
0.9551965382658486,0.029139407272270247,0.9212652309617267,0.0,1.57,0.0
0.9573461920924335,0.03205334799949727,0.9233917540578994,0.0,1.57,0.0
0.9594958459190184,0.0349672887267243,0.9255182771540721,0.0,1.57,0.0
0.9616454997456032,0.03788122945395132,0.9276448002502448,0.0,1.57,0.0
0.9637951535721881,0.04079517018117835,0.9297713233464173,0.0,1.57,0.0
0.965944807398773,0.043709110908405374,0.93189784644259,0.0,1.57,0.0
0.9680944612253578,0.0466230516356324,0.9340243695387627,0.0,1.57,0.0
0.9702441150519427,0.04953699236285942,0.9361508926349353,0.0,1.57,0.0
0.9723937688785276,0.05245093309008645,0.938277415731108,0.0,1.57,0.0
0.9745434227051124,0.055364873817313476,0.9404039388272807,0.0,1.57,0.0
0.9766930765316973,0.058278814544540494,0.9425304619234534,0.0,1.57,0.0
0.9788427303582822,0.06119275527176752,0.944656985019626,0.0,1.57,0.0
0.980992384184867,0.06410669599899455,0.9467835081157987,0.0,1.57,0.0
0.983142038011452,0.06702063672622158,0.9489100312119714,0.0,1.57,0.0
0.9852916918380368,0.0699345774534486,0.951036554308144,0.0,1.57,0.0
0.9874413456646216,0.07284851818067561,0.9531630774043167,0.0,1.57,0.0
0.9895909994912065,0.07576245890790265,0.9552896005004894,0.0,1.57,0.0
0.9917406533177914,0.07867639963512968,0.9574161235966621,0.0,1.57,0.0
0.9946434852225908,0.08099928413974519,0.9595426466928347,0.0,1.57,0.0
0.9975463171273904,0.08332216864436069,0.9616691697890074,0.0,1.57,0.0
1.0004491490321898,0.08564505314897622,0.9635647941749534,0.0,1.57,0.0
1.0033519809369893,0.08796793765359173,0.9653174812640926,0.0,1.57,0.0
1.0062548128417887,0.09029082215820725,0.9670701683532317,0.0,1.57,0.0
1.0091576447465882,0.09261370666282275,0.9688228554423708,0.0,1.57,0.0
1.0120604766513879,0.09493659116743826,0.9705755425315099,0.0,1.57,0.0
1.0149633085561873,0.09725947567205379,0.9723282296206489,0.0,1.57,0.0
1.0178661404609868,0.0995823601766693,0.974080916709788,0.0,1.57,0.0
1.0207689723657862,0.10190524468128481,0.9758336037989271,0.0,1.57,0.0
1.0236718042705857,0.10422812918590033,0.9775862908880663,0.0,1.57,0.0
1.0265746361753854,0.10655101369051584,0.9793389779772054,0.0,1.57,0.0
1.0294774680801848,0.10887389819513135,0.9810916650663445,0.0,1.57,0.0
1.0323802999849843,0.11119678269974687,0.9828443521554836,0.0,1.57,0.0
1.0352831318897837,0.11351966720436237,0.9845970392446226,0.0,1.57,0.0
1.0381859637945832,0.11584255170897789,0.9863497263337617,0.0,1.57,0.0
1.0410887956993826,0.1181654362135934,0.9881024134229008,0.0,1.57,0.0
1.043991627604182,0.12048832071820892,0.98985510051204,0.0,1.57,0.0
1.0468944595089817,0.12281120522282443,0.9916077876011791,0.0,1.57,0.0
1.0497972914137812,0.12513408972743995,0.9933604746903182,0.0,1.57,0.0
1.0527001233185806,0.12745697423205546,0.9951131617794573,0.0,1.57,0.0
1.05560295522338,0.12977985873667097,0.9968658488685964,0.0,1.57,0.0
1.0585057871281796,0.13210274324128646,0.9986185359577354,0.0,1.57,0.0
1.0614086190329792,0.134425627745902,1.0003712230468746,0.0,1.57,0.0
1.0643114509377787,0.1367485122505175,1.0021239101360138,0.0,1.57,0.0
1.0672142828425781,0.13907139675513303,1.0038765972251529,0.0,1.57,0.0
1.0701171147473776,0.14139428125974854,1.005629284314292,0.0,1.57,0.0
1.0724897262903668,0.14426457202037185,1.0073819714034309,0.0,1.57,0.0
1.074862337833356,0.14713486278099513,1.00913465849257,0.0,1.57,0.0
1.0772349493763451,0.15000515354161845,1.0108873455817091,0.0,1.57,0.0
1.0796075609193343,0.15287544430224173,1.0126400326708482,0.0,1.57,0.0
1.0819801724623235,0.15574573506286504,1.014285170101988,0.0,1.57,0.0
1.0843527840053127,0.15861602582348835,1.0155807711446294,0.0,1.57,0.0
1.0867253955483018,0.16148631658411164,1.016876372187271,0.0,1.57,0.0
1.089098007091291,0.16435660734473498,1.0181719732299124,0.0,1.57,0.0
1.0914706186342802,0.16722689810535823,1.0194675742725539,0.0,1.57,0.0
1.0938432301772694,0.17009718886598157,1.0207631753151953,0.0,1.57,0.0
1.0962158417202585,0.1729674796266049,1.0220587763578366,0.0,1.57,0.0
1.0985884532632477,0.17583777038722817,1.023354377400478,0.0,1.57,0.0
1.100961064806237,0.17870806114785148,1.0246499784431196,0.0,1.57,0.0
1.103333676349226,0.18157835190847477,1.025945579485761,0.0,1.57,0.0
1.1057062878922155,0.18444864266909808,1.0272411805284025,0.0,1.57,0.0
1.1080788994352047,0.1873189334297214,1.028536781571044,0.0,1.57,0.0
1.1104515109781938,0.19018922419034467,1.0298323826136855,0.0,1.57,0.0
1.112824122521183,0.193059514950968,1.031127983656327,0.0,1.57,0.0
1.1151967340641722,0.1959298057115913,1.0324235846989684,0.0,1.57,0.0
1.1175693456071614,0.19880009647221458,1.03371918574161,0.0,1.57,0.0
1.1199419571501505,0.20167038723283792,1.0350147867842512,0.0,1.57,0.0
1.1223145686931397,0.20454067799346123,1.0363103878268927,0.0,1.57,0.0
1.124687180236129,0.2074109687540845,1.0376059888695341,0.0,1.57,0.0
1.127059791779118,0.21028125951470783,1.0389015899121756,0.0,1.57,0.0
1.1294324033221073,0.21315155027533111,1.040197190954817,0.0,1.57,0.0
1.1318050148650964,0.21602184103595443,1.0414927919974586,0.0,1.57,0.0
